WAP (feat. Megan Thee Stallion),Cardi B,9144643
Mood (feat. iann dior),24kGoldn,8780080
Runnin,21 Savage,8713712
Mr. Right Now (feat. Drake),21 Savage,8639420
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7914498
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7694109
Laugh Now Cry Later (feat. Lil Durk),Drake,7456639
Glock In My Lap,21 Savage,6196066
Wonder,Shawn Mendes,5682019
Holy (feat. Chance The Rapper),Justin Bieber,5335610
Dreams - 2004 Remaster,Fleetwood Mac,5308749
What You Know Bout Love,Pop Smoke,5293080
Rich Nigga Shit (feat. Young Thug),21 Savage,5274717
ROCKSTAR (feat. Roddy Ricch),DaBaby,5019296
Many Men,21 Savage,4943214
Slidin,21 Savage,4832891
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,4807954
Wishing Well,Juice WRLD,4747825
Dynamite,BTS,4738523
Come & Go (with Marshmello),Juice WRLD,4727724
Blinding Lights,The Weeknd,4563469
my ex's best friend (with blackbear),Machine Gun Kelly,4529618
POPSTAR (feat. Drake),DJ Khaled,4510495
Heather,Conan Gray,4509346
Watermelon Sugar,Harry Styles,4019414
Bet You Wanna (feat. Cardi B),BLACKPINK,4006689
Lovesick Girls,BLACKPINK,3953974
Put Your Records On,Ritt Momney,3883433
you broke me first,Tate McRae,3755108
Outta Time (feat. Drake),Bryson Tiller,3710964
Blueberry Faygo,Lil Mosey,3704071
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,3560595
Mood Swings (feat. Lil Tjay),Pop Smoke,3555415
Martin & Gina,Polo G,3524706
Brand New Draco,21 Savage,3514669
My Dawg,21 Savage,3457808
Snitches & Rats (feat. Young Nudy),21 Savage,3423501
24 (feat. Lil Baby),Money Man,3228515
forget me too (feat. Halsey),Machine Gun Kelly,3190381
Wolves (feat. Post Malone),Big Sean,3184580
Go Crazy,Chris Brown,3122423
Smile (with The Weeknd),Juice WRLD,3108740
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3078608
Be Like That - feat. Swae Lee & Khalid,Kane Brown,3060143
No Opp Left Behind,21 Savage,3010573
Lucid Dreams,Juice WRLD,2984501
Roses - Imanbek Remix,SAINt JHN,2940545
Robbery,Juice WRLD,2932285
All Girls Are The Same,Juice WRLD,2931803
Circles,Post Malone,2901408
Steppin On Niggas,21 Savage,2897755
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money,2896042
Snitches & Rats (Interlude),21 Savage,2877222
RIP Luv,21 Savage,2850453
The Box,Roddy Ricch,2848847
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2848342
Don’t Stop (feat. Young Thug),Megan Thee Stallion,2776557
Sofia,Clairo,2721961
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2709372
Said N Done,21 Savage,2676975
7 Summers,Morgan Wallen,2667591
Ice Cream (with Selena Gomez),BLACKPINK,2631756
death bed (coffee for your head),Powfu,2629935
Someone You Loved,Lewis Capaldi,2624846
Before You Go,Lewis Capaldi,2615472
Midnight Sky,Miley Cyrus,2606319
Intro,21 Savage,2575203
Savage Love (Laxed - Siren Beat),Jawsh 685,2540704
Daisy,Ashnikko,2499220
Electric Love,BØRNS,2499169
Hawái,Maluma,2491863
After Party,Don Toliver,2482478
Pretty Savage,BLACKPINK,2460506
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2459004
GREECE (feat. Drake),DJ Khaled,2438704
We Paid (feat. 42 Dugg),Lil Baby,2438177
Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,2431081
Party Girl,StaySolidRocky,2416791
Got It On Me,Pop Smoke,2390626
Conversations,Juice WRLD,2374978
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,2372666
Rags2Riches 2 (feat. Lil Baby),Rod Wave,2360296
goosebumps,Travis Scott,2337449
Adore You,Harry Styles,2334263
Whiskey Glasses,Morgan Wallen,2329065
Head & Heart (feat. MNEK),Joel Corry,2320001
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2314593
bloody valentine,Machine Gun Kelly,2262670
Life Is Good (feat. Drake),Future,2249404
Righteous,Juice WRLD,2236436
How You Like That,BLACKPINK,2216911
Breaking Me,Topic,2204661
Are You Bored Yet? (feat. Clairo),Wallows,2177822
21,Polo G,2174646
SLOW DANCING IN THE DARK,Joji,2169048
HIGHEST IN THE ROOM,Travis Scott,2141391
hot girl bummer,blackbear,2122879
GO (feat. Juice WRLD),The Kid LAROI,2109427
Intentions (feat. Quavo),Justin Bieber,2098691
Crazy Over You,BLACKPINK,2077647
Years Go By,Bryson Tiller,2065547
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2057596
SICKO MODE,Travis Scott,2057307
Sweater Weather,The Neighbourhood,2053793
Sunday Best,Surfaces,2044267
If the World Was Ending - feat. Julia Michaels,JP Saxe,2042532
WHATS POPPIN,Jack Harlow,2027821
Chasin' You,Morgan Wallen,2022740
Bandit (with YoungBoy Never Broke Again),Juice WRLD,2010464
Dior,Pop Smoke,2010035
You Got It,Vedo,2008282
Always Forever,Bryson Tiller,1998098
Mad at Disney,salem ilese,1991771
Love To Hate Me,BLACKPINK,1989188
More Than My Hometown,Morgan Wallen,1983580
THE SCOTTS,THE SCOTTS,1971606
Jocelyn Flores,XXXTENTACION,1969503
Rain On Me (with Ariana Grande),Lady Gaga,1968137
ROXANNE,Arizona Zervas,1966394
Ballin' (with Roddy Ricch),Mustard,1954238
Girls in the Hood,Megan Thee Stallion,1942120
Still Don't Know My Name,Labrinth,1934961
Epidemic,Polo G,1931897
Toosie Slide,Drake,1927978
Falling,Trevor Daniel,1902592
Your Man,Joji,1891053
Gimme Love,Joji,1877414
Lets Link,WhoHeem,1850332
cardigan,Taylor Swift,1841032
Take You Dancing,Jason Derulo,1830570
One Of Them Girls,Lee Brice,1825365
Beautiful Crazy,Luke Combs,1822027
Tongue Tied,Grouplove,1790569
Falling,Harry Styles,1785078
Tap In,Saweetie,1780945
Star Shopping,Lil Peep,1773881
drunk face,Machine Gun Kelly,1760122
Inhale,Bryson Tiller,1759990
Levitating (feat. DaBaby),Dua Lipa,1754761
Money Trees,Kendrick Lamar,1750717
No Guidance (feat. Drake),Chris Brown,1747606
20 Min,Lil Uzi Vert,1734501
Walk Em Down (feat. Roddy Ricch),NLE Choppa,1731747
The Chain - 2004 Remaster,Fleetwood Mac,1727584
No Role Modelz,J. Cole,1725785
You Never Know,BLACKPINK,1718411
Flex (feat. Juice WRLD),Polo G,1714787
Narrow Road (feat. Lil Baby),NLE Choppa,1713978
The Less I Know The Better,Tame Impala,1710076
Stuck with U (with Justin Bieber),Ariana Grande,1708368
my future,Billie Eilish,1708228
SAD!,XXXTENTACION,1704178
Daylight,Joji,1696361
Heartless (feat. Morgan Wallen),Diplo,1696055
Savage Remix (feat. Beyoncé),Megan Thee Stallion,1692692
Don't Start Now,Dua Lipa,1690518
High Fashion (feat. Mustard),Roddy Ricch,1688129
BOP,DaBaby,1688113
MIDDLE CHILD,J. Cole,1687387
July,Noah Cyrus,1687136
Daddy Issues,The Neighbourhood,1686959
I Hope,Gabby Barrett,1684879
Things Change,Bryson Tiller,1684037
The Bigger Picture,Lil Baby,1680451
lovely (with Khalid),Billie Eilish,1677892
Godzilla (feat. Juice WRLD),Eminem,1673277
Sorrows,Bryson Tiller,1672744
Stunnin' (feat. Harm Franklin),Curtis Waters,1664795
Dance Monkey,Tones And I,1652838
I'm Ready For You,Bryson Tiller,1647957
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,1645239
PTSD,G Herbo,1638422
Drip Too Hard (Lil Baby & Gunna),Lil Baby,1628105
Chicago Freestyle (feat. Giveon),Drake,1613116
I Fall Apart,Post Malone,1606773
Bang!,AJR,1596582
the 1,Taylor Swift,1591511
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1590898
Life's A Mess (feat. Halsey),Juice WRLD,1582919
BLIND (feat. Young Thug),DaBaby,1582267
rockstar (feat. 21 Savage),Post Malone,1578482
exile (feat. Bon Iver),Taylor Swift,1577285
Excitement,Trippie Redd,1572542
everything i wanted,Billie Eilish,1560187
Cover Me Up,Morgan Wallen,1558875
"10,000 Hours (with Justin Bieber)",Dan + Shay,1550976
Said Sum,Moneybagg Yo,1550800
Ew,Joji,1548688
XO Tour Llif3,Lil Uzi Vert,1539554
Hit Different,SZA,1537281
Say You Won't Let Go,James Arthur,1522832
Wow.,Post Malone,1515562
Pussy Talk,City Girls,1509875
Diamonds,Sam Smith,1507082
Armed And Dangerous,Juice WRLD,1505949
bad guy,Billie Eilish,1504063
Relación - Remix,Sech,1502657
Be Kind (with Halsey),Marshmello,1498135
Rags2Riches (feat. ATR Son Son),Rod Wave,1488002
Maniac,Conan Gray,1478129